Name,Function,Number of Args,Readiness Level,Arguments,Docstring
eps_power_management_set_current_threshold,TCMDEXEC_eps_power_management_set_current_threshold,2,TCMD_READINESS_LEVEL_FOR_OPERATION,"The channel name or number (string)., Threshold current (in mA) to set.","@brief Sets the EPS power managements max sustained current for the specified channel.
@param args_str
- Arg 0: The channel name or number (string).
- Arg 1: Threshold current (in mA) to set.
@return 0 on success, >0 on failure
@note Valid string values (Arg 0): ""vbatt_stack"", ""stack_5v"", ""stack_3v3"", ""camera"",
""uhf_antenna_deploy"", ""gnss"", ""mpi_5v"", ""mpi_12v"", ""boom""."
agenda_delete_all,TCMDEXEC_agenda_delete_all,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Delete all agendas
@param args_str No arguments needed
@param tcmd_channel The channel on which the telecommand was received, and on which the response should be sent
@param response_output_buf The buffer to write the response to
@param response_output_buf_len The maximum length of the response_output_buf (its size)
@return 0 on success"
agenda_delete_by_tssent,TCMDEXEC_agenda_delete_by_tssent,1,TCMD_READINESS_LEVEL_FOR_OPERATION,Timestamp sent (uint64_t) - The tssent timestamp of the agenda entry to delete.,"@brief Telecommand: Delete agenda entry by tssent timestamp
@param args_str
- Arg 0: Timestamp sent (uint64_t) - The tssent timestamp of the agenda entry to delete.
@param tcmd_channel The channel on which the telecommand was received, and on which the response should be sent
@param response_output_buf The buffer to write the response to
@param response_output_buf_len The maximum length of the response_output_buf (its size)
@return 0 on success, >0 on error"
agenda_fetch_jsonl,TCMDEXEC_agenda_fetch_jsonl,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Telecommand: Fetch all pending agenda items, and log them each as JSONL
@param args_str No arguments needed
@param tcmd_channel The channel on which the telecommand was received, and on which the response should be sent
@param response_output_buf The buffer to write the response to
@param response_output_buf_len The maximum length of the response_output_buf (its size)
@return 0 on success, 1 if there are no active agendas."
agenda_delete_by_name,TCMDEXEC_agenda_delete_by_name,1,TCMD_READINESS_LEVEL_FOR_OPERATION,"telecommand name (string) - The name of the telecommand function in the agenda to delete. (e.g, hello_world)","@brief Telecommand: Delete all agenda entries with a telecommand name
@param args_str
- Arg 0: telecommand name (string) - The name of the telecommand function in the agenda to delete. (e.g, hello_world)
@param tcmd_channel The channel on which the telecommand was received, and on which the response should be sent
@param response_output_buf The buffer to write the response to
@param response_output_buf_len The maximum length of the response_output_buf (its size)
@return 0 on success, > 0 on error"
mpi_send_command_hex,TCMDEXEC_mpi_send_command_hex,1,TCMD_READINESS_LEVEL_FOR_OPERATION,"Hex-encoded string representing the configuration command + arguments (IF ANY) to send to the MPI, INCLUDING 'TC' (0x54 0x43)","@brief Send a configuration command & params (IF ANY) to the MPI encoded in hex
@param args_str
- Arg 0: Hex-encoded string representing the configuration command + arguments (IF ANY) to send to the MPI, INCLUDING 'TC' (0x54 0x43)
@param tcmd_channel The channel on which the telecommand was received, and on which the response should be sent
@param response_output_buf The buffer to write the response to
@param response_output_buf_len The maximum length of the response_output_buf (its size)
@return 0: Success, 1: Invalid Input, 2: Failed UART transmission, 3: Failed UART reception,
4: MPI timeout before sending 1 byte, 5: MPI failed to execute CMD, 6: Invalid response from the MPI"
mpi_demo_tx_to_mpi,TCMDEXEC_mpi_demo_tx_to_mpi,0,TCMD_READINESS_LEVEL_GROUND_USAGE_ONLY,,"@brief Sends a message over UART to the MPI.
@param args_str No args.
@param tcmd_channel The channel on which the telecommand was received, and on which the response should be sent
@param response_output_buf The buffer to write the response to
@param response_output_buf_len The maximum length of the response_output_buf (its size)
@return 0: Success, >0: Failure"
mpi_demo_set_transceiver_mode,TCMDEXEC_mpi_demo_set_transceiver_mode,1,TCMD_READINESS_LEVEL_GROUND_USAGE_ONLY,"The target mode - ""MISO"" (from MPI), ""MOSI"" (to MPI), or anything else disables it","@brief Sends a message over UART to the MPI.
@param args_str
- Arg 0: The target mode - ""MISO"" (from MPI), ""MOSI"" (to MPI), or anything else disables it
@param tcmd_channel The channel on which the telecommand was received, and on which the response should be sent
@param response_output_buf The buffer to write the response to
@param response_output_buf_len The maximum length of the response_output_buf (its size)
@return 0: Success, >0: Failure"
stm32_internal_flash_read,TCMDEXEC_stm32_internal_flash_read,2,TCMD_READINESS_LEVEL_GROUND_USAGE_ONLY,"The address to start reading from, The number of bytes to read as a uint64_t","@brief Read data from the internal flash bank
@param args_str
- Arg 0: The address to start reading from
- Arg 1: The number of bytes to read as a uint64_t
@return 0 on success, > 0 on error"
stm32_internal_flash_write,TCMDEXEC_stm32_internal_flash_write,2,TCMD_READINESS_LEVEL_GROUND_USAGE_ONLY,"The data in hex format to write, The offset to start writing from","@brief Write data to the internal flash bank starting from address 0x08100000
@param args_str
- Arg 0: The data in hex format to write
- Arg 1: The offset to start writing from
@note This telecommand is only for testing purposes, it is purposfully not fully fleshed out
as there is no intention on using this. Update as needed
@return 0 on success, > 0 on error"
stm32_internal_flash_erase,TCMDEXEC_stm32_internal_flash_erase,2,TCMD_READINESS_LEVEL_GROUND_USAGE_ONLY,"The starting page to erase as a uint64_t, The number of pages to erase as a uint64_t","@brief Erase a range of pages in the internal flash bank.
Only Erases for Flash Bank 2.
@param args_str
- Arg 0: The starting page to erase as a uint64_t
- Arg 1: The number of pages to erase as a uint64_t
@return 0 on success, > 0 on error"
stm32_internal_flash_get_option_bytes,TCMDEXEC_stm32_internal_flash_get_option_bytes,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Get the option bytes configuration from the stm32 internal flash memory
@param args_str No args
@return 0 on success, > 0 on error"
stm32_internal_flash_get_active_flash_bank,TCMDEXEC_stm32_internal_flash_get_active_flash_bank,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Prints the active flash bank where the firmware boots from
@param response_output_buf Prints the active bank"
stm32_internal_flash_set_active_flash_bank,TCMDEXEC_stm32_internal_flash_set_active_flash_bank,1,TCMD_READINESS_LEVEL_FOR_OPERATION,"A 1 or 2. 1 to switch to the application present in Flash Bank 1, 2 to switch to the application present in Flash Bank 2","@brief Given a 1 or 2, switches to the respective flash bank and runs the application stored there if present.
Mostly useful for switching between 2 different version of the firmware (1 will be stored in Flash Bank 1, other will be stored in Flash Bank 2)
@param args_str
- Arg 0: A 1 or 2. 1 to switch to the application present in Flash Bank 1, 2 to switch to the application present in Flash Bank 2
@param response_output_buf Prints error if it occurs
@return 0 on success, > 0 otherwise"
ant_reset,TCMDEXEC_ant_reset,1,TCMD_READINESS_LEVEL_FOR_OPERATION,"specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Pass either ""A"" or ""B""","@brief Resets the specified antenna deployment system's microcontroller
@param args_str
- Arg 0: specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Pass either ""A"" or ""B""
@return 0 on success, > 0 otherwise"
ant_arm_antenna_system,TCMDEXEC_ant_arm_antenna_system,1,TCMD_READINESS_LEVEL_FOR_OPERATION,"specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Pass either ""A"" or ""B""","@brief Telecommand: Arm the antenna deploy system
@param args_str
- Arg 0: specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Pass either ""A"" or ""B""
@return 0 on success, >0 on error"
ant_disarm_antenna_system,TCMDEXEC_ant_disarm_antenna_system,1,TCMD_READINESS_LEVEL_FOR_OPERATION,"specifies which mcu on the antenna deployment system to disarm, and which i2c bus to use","@brief Disarms the specified antenna deploy system's mcu
@param args_str
- Arg 0: specifies which mcu on the antenna deployment system to disarm, and which i2c bus to use
@return 0 on success, 0 > otherwise"
ant_deploy_antenna,TCMDEXEC_ant_deploy_antenna,3,TCMD_READINESS_LEVEL_FOR_OPERATION,"specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Either ""A"" or ""B"", antenna number. between 1-4, Activation time in seconds","@brief  Telecommand: Initiates deployment of the selected antenna
@param args_str
- Arg 0: specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Either ""A"" or ""B""
- Arg 1: antenna number. between 1-4
- Arg 2: Activation time in seconds
@return 0 on success, >0 on error"
ant_start_automated_antenna_deployment,TCMDEXEC_ant_start_automated_antenna_deployment,2,TCMD_READINESS_LEVEL_FOR_OPERATION,"specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Pass either ""A"" or ""B"", Activation time in seconds","@brief begins deployment of all antennas, one by one.
@param args_str
- Arg 0: specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Pass either ""A"" or ""B""
- Arg 1: Activation time in seconds
@return returns 0 on success, > 0 otherwise"
ant_deploy_antenna_with_override,TCMDEXEC_ant_deploy_antenna_with_override,3,TCMD_READINESS_LEVEL_FOR_OPERATION,"specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Pass either ""A"" or ""B"", antenna number. between 1-4, Activation time in seconds","@brief  Telecommand: Initiates deployment of the selected antenna, ignoring whether the antennas current status is deployed.
@param args_str
- Arg 0: specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Pass either ""A"" or ""B""
- Arg 1: antenna number. between 1-4
- Arg 2: Activation time in seconds
@return 0 on successful communication, >0 on communications error"
ant_cancel_deployment_system_activation,TCMDEXEC_ant_cancel_deployment_system_activation,1,TCMD_READINESS_LEVEL_FOR_OPERATION,"specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Pass either ""A"" or ""B""","@brief Cancels any active attempts to deploy an antenna
@param args_str
- Arg 0: specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Pass either ""A"" or ""B""
@return 0 on successful communication, > 0 on communications error"
ant_measure_temp,TCMDEXEC_ant_measure_temp,1,TCMD_READINESS_LEVEL_FOR_OPERATION,"specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Pass either ""A"" or ""B""","@brief Telecommand: Measures the temperature of the antenna controller in centi-degrees celsius
@param args_str
- Arg 0: specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Pass either ""A"" or ""B""
@return 0 on success, >0 on error"
ant_report_deployment_status,TCMDEXEC_ant_report_deployment_status,1,TCMD_READINESS_LEVEL_FOR_OPERATION,"specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Pass either ""A"" or ""B""","@brief Prints the deployment status of all antennas
@param args_str
- Arg 0: specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Pass either ""A"" or ""B""
@return 0 on successful communication, > 0 on communications error"
ant_report_antenna_deployment_activation_count,TCMDEXEC_ant_report_antenna_deployment_activation_count,2,TCMD_READINESS_LEVEL_FOR_OPERATION,"specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Pass either ""A"" or ""B"", the antenna to check, between 1-4","@brief Prints the number of times deployment was attempted on the selected antenna
@param args_str
- Arg 0: specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Pass either ""A"" or ""B""
- Arg 1: the antenna to check, between 1-4
@return 0 on successful communication, > 0 on communications error"
ant_report_antenna_deployment_activation_time,TCMDEXEC_ant_report_antenna_deployment_activation_time,2,TCMD_READINESS_LEVEL_FOR_OPERATION,"specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Pass either ""A"" or ""B"", the antenna to check, between 1-4","@brief Prints amount of time the deployment system has been active for for the selected antenna
@param args_str
- Arg 0: specifies which mcu on the antenna deployment system to transmit to, and which i2c bus to use. Pass either ""A"" or ""B""
- Arg 1: the antenna to check, between 1-4
@return 0 on successful communication, > 0 on communications error"
obc_read_temperature_complex,TCMDEXEC_obc_read_temperature_complex,1,TCMD_READINESS_LEVEL_FOR_OPERATION,Precision we want the temperature to be (9-12 bits).,"@brief  Reads the temperature from the STDS75DS2F and stores it in the provided variable temperature.
Temperature range is -55 to 125 degrees celsius with +/- 3 degrees celsius accuracy over the whole range.
@param args_str
- Arg 0: Precision we want the temperature to be (9-12 bits).
@return 0 if successful, 1 if error.
@note There are better ways to get the temperature."
obc_read_temperature,TCMDEXEC_obc_read_temperature,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Reads the temperature from the STDS75DS2F in centi-Celsius.
@return 0 if successful, >0 if error.
@note Temperature range is -55 to 125 degrees celsius with +/- 3 degrees celsius accuracy over the whole range."
comms_dipole_switch_set_state,TCMDEXEC_comms_dipole_switch_set_state,1,TCMD_READINESS_LEVEL_FLIGHT_TESTING,"The state of the dipole switch. Either ""1"" or ""2"".","@brief Sets the state of the dipole switch on the OBC to either Antenna 1 or Antenna 2.
@param args_str
- Arg 0: The state of the dipole switch. Either ""1"" or ""2"".
@return"
gps_send_cmd_ascii,TCMDEXEC_gps_send_cmd_ascii,1,TCMD_READINESS_LEVEL_FOR_OPERATION,"Log command to be sent to GPS eg ""log bestxyza once"" (string)","@brief Telecommand: Transmit a log command to the GPS receiver through UART
@param args_str
- Arg 0: Log command to be sent to GPS eg ""log bestxyza once"" (string)
@param tcmd_channel The channel on which the telecommand was received, and on which the response should be sent
@param response_output_buf The buffer to write the response to
@param response_output_buf_len The maximum length of the response_output_buf (its size)
@return 0 on success, > 0 error"
camera_setup,TCMDEXEC_camera_setup,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Set up the camera by powering on and changing the baudrate to 2400.
@param args_str
@param response_output_buf Buffer to write the response to
@param response_output_buf_len Max length of the buffer
@return 0 if successful, >0 if an error occurred"
camera_test,TCMDEXEC_camera_test,0,TCMD_READINESS_LEVEL_FOR_OPERATION,,"@brief Send the 't' test command to the camera, and check if the response is valid.
@param args_str
@param response_output_buf Buffer to write the response to
@param response_output_buf_len Max length of the buffer
@return 0 if successful, >0 if an error occurred"
camera_change_baud_rate,TCMDEXEC_camera_change_baud_rate,1,TCMD_READINESS_LEVEL_FOR_OPERATION,Baudrate to change to (bits per second). 10 options from 1200 to 921600.,"@brief Debugging only. Set the baud rate of the camera to the specified value. Use `camera_setup` normally.
@param args_str
- Arg 1: Baudrate to change to (bits per second). 10 options from 1200 to 921600.
@return 0 if successful, >0 if an error occurred"
boom_deploy_timed,TCMDEXEC_boom_deploy_timed,2,TCMD_READINESS_LEVEL_FOR_OPERATION,"Which boom deployment channel (1=CTRL_1 or 2=CTRL_2), or 0 for both., Duration (milliseconds), less than 14.1 seconds (<=14100 ms)","@brief Activate the burn wire for the specified duration.
@param args_str
- Arg 0: Which boom deployment channel (1=CTRL_1 or 2=CTRL_2), or 0 for both.
- Arg 1: Duration (milliseconds), less than 14.1 seconds (<=14100 ms)
@return 0 on success, 1-2 on parsing error, 20 on EPS failure
@note Does not enable the EPS channel. You must manually enable the EPS channel before
calling this function."
